NCESSCH	PCT_BACH	PCT_ADVC	P_EXPLT6	P_EXPGT5	MEAN_EXP	M_BSALT6	M_BSAGT5	M_BSAL
220087000680	81.0	19.0	14.3	85.7	16	35265	43545	42362
220087000681	83.0	17.0	24.5	75.5	13	36243	42223	40756
220087000682	88.1	11.9	16.7	83.3	17	35550	44240	42792
220087000683	79.5	20.5	18.2	81.8	16	34338	43754	42042
220087000684	72.1	27.9	39.5	60.5	12	34853	43449	40051
220087000685	87.5	12.5	-1.0	95.8	17	-1	42790	42365
220087000686	57.1	39.3	37.5	62.5	14	36158	46402	42561
220087000687	67.4	32.6	9.3	90.7	19	34682	44697	43765
220087000688	79.3	20.7	32.8	67.2	12	34146	42394	39692
220087000690	85.2	14.8	16.4	83.6	15	35080	42587	41356
220087000691	70.0	30.0	10.0	90.0	16	35713	43510	42730
220087000693	65.2	34.8	21.7	78.3	13	36496	43343	41854
220087000694	69.6	30.4	8.7	91.3	17	34767	43291	42549
220087000695	82.9	17.1	17.1	82.9	13	35937	41535	40575
220087000884	83.3	-1.0	-1.0	83.3	17	-1	52613	51533
220087001147	68.2	31.8	13.6	86.4	14	35147	42808	41763
220087001173	87.3	12.7	9.1	90.9	14	33093	41818	41025
220087001176	80.0	20.0	20.0	80.0	14	34738	42538	40978
220087001392	-1.0	-1.0	0.0	100.0	17	-2	45542	45542
220087001397	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
220087001546	72.2	27.8	42.6	57.4	11	34742	43118	39550
220087001556	76.0	24.0	18.0	82.0	14	36086	42800	41592
220087001598	90.0	10.0	37.5	62.5	12	34985	42819	39882
220087001600	75.6	24.4	26.8	73.2	13	35642	42680	40792
220090000697	81.5	18.5	25.9	74.1	12	35297	41094	39591
220090000698	55.6	44.4	22.2	77.8	15	35993	42929	41388
220090000699	81.6	15.8	32.9	67.1	14	34156	42871	40004
220090000700	80.0	20.0	10.0	90.0	15	35705	40958	40432
220090000701	88.9	-1.0	16.7	83.3	12	34106	39900	38935
220090000702	76.3	23.7	18.4	81.6	15	34710	42323	40921
220090000703	72.7	27.3	18.2	81.8	15	36454	41898	40908
220090000704	80.8	19.2	15.4	84.6	13	36662	40664	40048
220090000706	90.0	10.0	16.7	83.3	14	33332	40541	39340
220090000707	75.0	25.0	25.0	75.0	15	35219	41958	40273
220090000708	94.4	-1.0	16.7	83.3	15	37796	41108	40556
220090000709	66.0	34.0	25.5	74.5	15	34704	42939	40837
220090000710	88.5	11.5	23.1	76.9	12	35443	39948	38908
220090000711	86.8	13.2	21.1	78.9	16	35198	41737	40360
220090000712	87.0	13.0	17.4	82.6	15	33942	41850	40474
220090000713	85.2	14.8	11.1	88.9	15	36156	41358	40780
220090000714	87.0	13.0	17.4	82.6	12	35067	40635	39667
220090000716	78.6	21.4	35.7	64.3	10	35332	40932	38932
220090000717	85.7	14.3	20.0	80.0	15	35224	41593	40319
220090000718	85.2	14.8	37.0	63.0	10	34577	40573	38352
220090000719	47.1	52.9	17.6	82.4	16	35620	43263	41914
220090000721	77.8	19.4	23.6	76.4	14	34883	42365	40598
220090000722	71.4	28.6	14.3	85.7	13	35604	40916	40157
220090000724	76.9	23.1	13.5	86.5	16	35255	42270	41326
220090000725	77.8	19.8	27.2	72.8	12	35918	41710	40137
220090000727	79.4	20.6	26.5	73.5	10	34532	39956	38521
220090001547	0.0	-1.0	-1.0	0.0	-1	-1	-2	-1
220090001603	60.0	40.0	12.0	88.0	13	35986	41552	40884
220090001968	94.4	-1.0	22.2	77.8	9	36165	38288	37816
220096000729	83.3	-1.0	-1.0	91.7	17	-1	40680	40205
220096000730	91.7	-1.0	-1.0	91.7	16	-1	41302	40863
220096000731	81.8	18.2	21.2	78.8	15	32339	40621	38864
220096000732	79.2	20.8	29.2	70.8	13	35516	40239	38862
220096000733	76.9	23.1	-1.0	84.6	18	-1	39849	39106
220096000734	58.8	41.2	-1.0	94.1	19	-1	41654	41261
220096000735	60.0	40.0	-1.0	80.0	17	-1	42423	39201
220096000736	95.7	-1.0	17.4	82.6	13	30473	40375	38653
220096000738	55.6	44.4	-1.0	77.8	16	-1	41787	40560
220099000742	56.5	43.5	13.0	87.0	16	40596	43985	43543
220099000743	68.0	32.0	12.0	88.0	16	39607	42519	42170
220099000744	61.5	38.5	23.1	76.9	12	34720	43244	41277
220099000745	47.1	52.9	11.8	88.2	18	37726	43231	42584
220099000746	44.4	55.6	0.0	100.0	19	-2	42860	42860
220099000747	68.0	32.0	12.0	88.0	16	38672	42601	42129
220099000748	50.0	50.0	37.5	62.5	10	38537	40000	39451
220099000749	71.4	28.6	28.6	71.4	15	37187	43637	41794
220099000751	50.0	50.0	21.4	78.6	17	39036	43990	42928
220099000752	51.4	47.3	21.6	78.4	14	37451	44913	43300
220099000753	61.1	38.9	27.8	72.2	14	37776	43301	41766
220099000891	66.7	33.3	33.3	66.7	13	40886	42641	42056
220099001195	-1.0	-1.0	0.0	100.0	18	-2	43693	43693
220099001815	48.8	51.2	34.1	65.9	12	37493	42701	40923
220099001983	60.0	40.0	24.0	76.0	16	37574	43569	42130
220102000233	60.0	40.0	10.0	90.0	16	35610	43727	42915
220102000339	73.9	26.1	26.1	73.9	14	37140	44664	42701
220102000400	55.2	44.8	20.7	79.3	12	37004	43443	42111
220102000403	82.4	17.6	20.6	79.4	17	36760	45070	43359
220102000726	81.1	18.9	21.6	78.4	12	37496	42087	41095
220102000754	66.7	33.3	30.6	69.4	13	37108	43454	41515
220102000755	67.7	32.3	22.6	77.4	12	38762	42125	41365
220102000757	76.5	23.5	20.6	79.4	17	35783	43088	41584
220102000758	65.2	34.8	7.2	92.8	20	36828	45348	44731
220102000759	75.0	25.0	20.8	79.2	14	36329	43079	41673
220102000760	82.9	17.1	17.1	82.9	14	37326	43767	42663
220102000761	74.1	25.9	25.9	74.1	14	37356	43718	42069
220102000762	81.0	19.0	14.3	85.7	14	37702	42472	41790
220102000763	62.1	37.9	10.3	89.7	18	37662	44510	43801
220102000764	81.5	18.5	33.3	66.7	12	37410	42130	40557
220102000765	60.4	39.6	31.3	68.8	14	38201	43447	41808
220102000766	83.3	16.7	31.0	69.0	10	37252	41828	40412
220102000767	68.0	30.0	22.0	78.0	11	38182	42351	41434
220102000768	80.0	20.0	30.0	70.0	13	37188	43975	41939
220102000769	83.9	16.1	9.7	90.3	16	36612	43261	42618
220102000770	46.2	53.8	15.4	84.6	18	37214	45886	44552
220102000771	62.5	37.5	0.0	100.0	22	-2	44995	44995
220102000772	70.6	29.4	29.4	70.6	10	37063	42414	40840
220102000773	85.0	15.0	30.0	70.0	11	37311	42564	40988
220102000774	75.8	24.2	13.6	86.4	15	35518	43041	42015
220102000775	65.5	34.5	20.7	79.3	13	37257	43579	42271
220102000776	86.8	13.2	21.1	78.9	12	36917	42451	41286
220102000777	71.4	28.6	20.0	80.0	12	36876	42684	41523
220102000904	58.8	41.2	14.7	85.3	13	37467	42826	42038
220102001550	74.2	25.8	35.5	64.5	10	37278	41879	40247
220102001558	80.8	19.2	26.9	73.1	12	37827	42521	41257
220102001559	81.8	18.2	22.7	77.3	13	35478	43353	41563
220102001610	71.4	28.6	-1.0	85.7	15	-1	43985	42966
220102001612	76.3	23.7	18.4	81.6	14	36176	42955	41706
220102001678	-1.0	0.0	-1.0	-1.0	-1	-1	-1	-1
220102001707	71.4	28.6	25.0	75.0	13	36581	43490	41763
220102001708	68.8	31.3	34.4	65.6	10	35304	41295	39236
220102001709	76.5	23.5	8.8	91.2	17	37246	43795	43217
220102001719	60.5	39.5	16.3	83.7	15	37589	43152	42247
220102001720	77.8	22.2	47.2	52.8	10	35897	43105	39702
220105000412	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1
220105000779	54.2	45.8	33.3	66.7	16	29971	37182	34779
220105000780	55.6	44.4	44.4	55.6	16	25837	38053	32624
220105000781	51.9	48.1	18.5	81.5	22	28943	35485	34274
220105000785	64.3	35.7	28.6	71.4	16	29165	35746	33866
220108000787	65.6	34.4	31.3	68.8	14	46161	46194	46184
220108000788	60.0	40.0	25.0	75.0	14	40044	44035	43037
220108000789	68.2	31.8	36.4	63.6	10	37852	44786	42265
220108000790	64.3	35.7	10.7	89.3	14	41021	45365	44899
220108000791	62.5	37.5	25.0	75.0	18	40435	48209	46265
220108000792	56.5	43.5	-1.0	91.3	16	-1	45041	43918
220108000793	59.3	40.7	18.5	81.5	19	39607	47587	46109
220108000794	54.5	45.5	12.1	87.9	15	34481	45154	43860
220108000795	52.2	47.8	26.1	73.9	13	39347	46884	44918
220108000796	54.2	45.8	33.3	66.7	11	39215	45501	43406
220108000797	61.5	38.5	11.5	88.5	16	35792	45873	44710
220108000798	60.0	40.0	36.7	63.3	15	40006	48034	45090
220108000799	62.5	37.5	16.7	83.3	16	41625	48619	47453
220108000800	64.0	36.0	16.0	84.0	16	40112	44688	43956
220108000803	57.5	42.5	20.0	80.0	15	42866	48047	47010
220108000831	42.3	57.7	26.9	73.1	15	40210	45275	43912
220108000996	31.8	68.2	36.4	63.6	12	40130	44077	42642
220108001482	55.6	44.4	33.3	66.7	12	37142	46864	43623
220108001594	71.4	-1.0	-1.0	71.4	15	-1	47474	44671
220108002019	58.3	41.7	25.0	75.0	13	39460	44599	43314
220111000778	77.8	22.2	-1.0	92.6	16	-1	40963	40676
220111000804	76.2	23.8	47.6	52.4	9	35114	40336	37849
220111000805	62.5	32.8	21.9	78.1	13	40359	41591	41321
220111000807	79.4	20.6	35.3	64.7	12	33259	40956	38240
220111000808	76.5	23.5	-1.0	88.2	14	-1	41016	40336
220111000810	76.9	23.1	46.2	53.8	9	32618	41048	37157
220111000811	69.2	30.8	34.6	65.4	12	35568	40392	38722
220111000814	74.1	25.9	59.3	40.7	8	34039	40855	36816
220111000817	65.0	35.0	20.0	80.0	15	36033	41180	40151
220111000819	87.0	13.0	26.1	73.9	14	34986	41062	39477
220111000820	65.0	35.0	35.0	65.0	10	35180	41483	39277
220111000929	55.6	44.4	-1.0	77.8	16	-1	43561	41553
220114000101	43.8	50.0	18.8	81.3	20	46945	50065	49480
220114000828	56.3	43.8	37.5	62.5	15	37122	48935	44505
220114000829	84.8	15.2	9.1	90.9	18	36364	47036	46065
220114000830	70.0	30.0	-1.0	90.0	18	-1	48399	47519
220114000832	73.3	26.7	-1.0	86.7	17	-1	47346	46280
220114000834	48.7	50.0	15.8	84.2	19	41211	49552	48235
220114000836	-1.0	91.7	0.0	100.0	22	-2	50419	50419
220114000838	0.0	100.0	0.0	100.0	23	-2	49218	49218
220114000839	87.5	-1.0	18.8	81.3	16	39898	47323	45931
220114000841	73.9	26.1	21.7	78.3	15	34297	46631	43950
220114000845	64.5	35.5	25.8	74.2	15	38910	48301	45877
220114001617	72.0	28.0	32.0	68.0	12	37662	47026	44030
220114001930	82.4	17.6	35.3	64.7	13	38957	46801	44032
220114002025	54.5	45.5	-1.0	90.9	15	-1	46815	46255
220117000234	69.2	26.9	46.2	53.8	10	33920	44609	39676
220117000856	77.3	22.7	-1.0	95.5	22	-1	48616	47925
220117000858	80.0	20.0	40.0	60.0	12	35524	46301	41990
220117000880	65.7	28.6	8.6	91.4	17	35168	43942	43190
220117000888	20.9	79.1	16.3	83.7	22	36245	51604	49104
220117000903	72.7	27.3	29.5	70.5	13	35821	42777	40722
220117000907	69.2	30.8	19.2	80.8	15	32801	43342	41315
220117000911	72.7	25.0	29.5	70.5	16	35980	43209	41073
220117000920	0.0	100.0	-1.0	60.0	14	-1	49515	46262
220117000926	38.6	60.2	32.5	67.5	13	35271	46468	42825
220117000939	52.7	47.3	9.1	90.9	22	39868	49273	48418
220117000945	51.2	48.8	-1.0	95.3	20	-1	46080	45948
220117001522	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
220117001620	65.1	34.9	20.9	79.1	16	32574	44411	41934
220117001830	87.5	-1.0	0.0	100.0	27	-2	36193	36193
220117001936	-1.0	-1.0	0.0	100.0	26	-2	47963	47963
220117001937	70.8	29.2	20.8	79.2	16	31719	43089	40720
220117001938	62.5	37.5	-1.0	97.5	24	-1	47847	47521
220117001970	33.3	66.7	-1.0	88.9	22	-1	48591	47063
220120000986	75.0	25.0	37.5	62.5	9	35217	40538	38543
220120000987	67.6	32.4	26.5	73.5	13	36163	43433	41508
220120000988	55.6	44.4	0.0	100.0	21	-2	44944	44944
220120000989	61.3	38.7	16.1	83.9	17	35581	42857	41684
220120000990	55.6	44.4	16.7	83.3	16	36343	43729	42498
220120000992	62.5	37.5	25.0	75.0	18	35945	45335	42987
220120000993	56.7	43.3	23.3	76.7	15	36936	43653	42086
220120000994	55.9	44.1	20.6	79.4	14	36039	43335	41833
220120000995	85.0	15.0	-1.0	90.0	17	-1	43158	42456
220120000998	36.4	63.6	-1.0	90.9	19	-1	44824	44112
220120001001	51.9	45.7	18.5	81.5	16	35777	45230	43480
220120001002	40.4	59.6	14.9	85.1	17	35602	44463	43143
220120001004	52.9	47.1	-1.0	88.2	17	-1	43934	43025
220120001006	70.6	29.4	20.6	79.4	17	36208	43280	41824
220120001008	85.0	15.0	0.0	100.0	16	-2	42408	42408
220120001009	53.8	46.2	15.4	84.6	15	37665	43271	42408
220120001010	62.5	37.5	37.5	62.5	10	36096	42464	40076
220120001011	69.0	31.0	37.9	62.1	10	36102	41993	39758
220120001012	59.3	40.7	11.1	88.9	20	37124	44426	43615
220120001013	62.5	37.5	12.5	87.5	17	35928	42876	42007
220120001014	61.3	38.7	9.7	90.3	17	37641	42961	42446
220120001016	73.9	26.1	43.5	56.5	10	36208	41897	39424
220120001017	46.9	51.3	12.4	87.6	18	38789	44373	43681
220120001020	67.6	32.4	23.5	76.5	13	36449	42647	41189
220120001021	72.7	27.3	22.7	77.3	13	36843	42060	40874
220120001466	76.9	23.1	30.8	69.2	14	36915	43130	41218
220120001525	53.8	43.6	12.8	87.2	14	43941	43257	43345
220120001527	64.0	36.0	20.0	80.0	13	36107	42461	41190
220120001553	60.0	40.0	12.0	88.0	17	36003	43254	42384
220120001557	52.6	47.4	10.5	89.5	18	36503	43290	42576
220120001564	54.8	45.2	31.0	69.0	13	35938	43398	41089
220120001683	75.0	25.0	31.3	68.8	13	35005	42772	40345
220120001889	69.0	31.0	27.6	72.4	12	35848	42743	40841
220120001939	59.7	40.3	24.2	75.8	16	36383	45331	43166
220120001940	59.3	40.7	18.5	81.5	17	35463	44453	42788
220123000366	76.7	23.3	19.2	80.8	16	35725	43054	41648
220123001022	71.4	28.6	20.6	79.4	16	33945	42637	40843
220123001023	82.5	17.5	21.1	78.9	15	35313	41443	40153
220123001024	90.9	-1.0	36.4	63.6	9	31790	38378	35982
220123001026	75.0	25.0	25.0	75.0	15	23587	41470	36999
220123001211	57.1	42.9	-1.0	85.7	18	-1	50935	49033
220123002026	73.7	26.3	36.8	63.2	10	30363	39680	36248
220123002028	72.7	27.3	40.9	59.1	10	35486	41896	39273
220126001029	83.3	13.3	40.0	60.0	12	34122	40605	38011
220126001034	66.7	33.3	-1.0	88.9	20	-1	40827	39955
220126001036	81.6	18.4	18.4	81.6	13	33574	38361	37479
220126002000	62.1	37.9	24.1	75.9	17	33403	41410	39478
220126002001	60.0	40.0	-1.0	90.0	20	-1	40803	40162
220126002002	64.7	29.4	20.6	79.4	15	42021	41062	41259
220129000115	81.0	19.0	19.0	81.0	15	35521	41280	40183
220129000148	55.0	45.0	0.0	100.0	27	-2	44509	44509
220129000239	90.3	9.7	19.4	80.6	13	35737	40168	39310
220129000374	59.4	40.6	-1.0	93.8	18	-1	42481	42075
220129000580	57.1	42.9	0.0	100.0	24	-2	44033	44033
220129000586	42.9	57.1	-1.0	85.7	23	-1	45163	43905
220129001038	65.0	35.0	40.0	60.0	13	35706	43318	40273
220129001039	82.2	17.8	33.3	66.7	14	35546	42584	40238
220129001040	63.9	32.8	11.5	88.5	17	35854	43541	42659
220129001041	78.3	21.7	21.7	78.3	15	35669	41618	40325
220129001042	60.0	40.0	6.7	93.3	17	37325	44630	44143
220129001044	74.4	25.6	18.6	81.4	16	35521	42236	40986
220129001045	68.0	32.0	20.0	80.0	17	35762	42922	41490
220129001046	78.0	22.0	29.3	70.7	14	35613	42429	40434
220129001047	73.2	26.8	19.5	80.5	13	35660	41036	39987
220129001048	82.5	17.5	20.0	80.0	14	35474	41203	40057
220129001050	90.5	-1.0	19.0	81.0	15	34631	42058	40643
220129001051	65.0	35.0	-1.0	95.0	16	-1	41364	41077
220129001052	81.8	18.2	31.8	68.2	15	35246	42704	40331
220129001053	79.3	20.7	17.2	82.8	15	35688	41841	40780
220129001054	82.8	17.2	58.6	41.4	8	35613	41341	37983
220129001055	77.4	22.6	35.5	64.5	16	35121	43027	40222
220129001059	83.3	16.7	25.0	75.0	17	35706	41944	40384
220129001060	75.0	25.0	25.0	75.0	18	35489	43732	41671
220129001062	75.0	25.0	15.9	84.1	13	35772	41128	40276
220129001063	88.0	12.0	44.0	56.0	10	35734	41649	39046
220129001064	83.3	16.7	27.8	72.2	14	35019	43129	40877
220129001065	73.3	26.7	10.0	90.0	17	35861	42575	41904
220129001066	70.4	29.6	25.9	74.1	12	35772	40539	39303
220129001067	53.1	44.9	24.5	75.5	16	38175	43769	42399
220129001068	74.1	25.9	55.6	44.4	11	35465	43686	39119
220129001069	65.6	32.8	15.6	84.4	16	38066	42955	42191
220129001070	70.3	29.7	27.0	73.0	11	35279	40924	39399
220129001071	73.7	26.3	31.6	68.4	15	35552	44439	41632
220129001072	75.0	25.0	12.5	87.5	14	35984	41278	40616
220129001073	58.8	41.2	17.6	82.4	16	34871	42949	41524
220129001074	76.9	23.1	38.5	61.5	17	35836	43744	40702
220129001075	84.2	15.8	36.8	63.2	16	35507	42885	40167
220129001076	80.0	20.0	20.0	80.0	13	35836	41115	40059
220129001077	77.8	22.2	22.2	77.8	14	35799	41956	40588
220129001078	78.6	21.4	42.9	57.1	12	35613	41794	39145
220129001080	81.8	18.2	40.9	59.1	11	35489	41891	39272
220129001081	75.0	25.0	25.0	75.0	12	35660	40631	39388
220129001083	77.8	22.2	27.8	72.2	15	35094	42980	40789
220129001084	65.3	32.7	18.4	81.6	16	35695	44906	43214
220129001085	60.6	39.4	15.2	84.8	16	35163	42187	41123
220129001562	69.6	30.4	17.4	82.6	16	35428	42707	41441
220129001563	75.0	25.0	36.1	63.9	13	35756	42015	39755
220129001684	50.0	50.0	0.0	100.0	26	-2	44294	44294
220129001712	76.7	23.3	30.0	70.0	12	35613	41174	39506
220129001943	78.8	21.2	19.2	80.8	15	36266	40986	40078
220129001944	82.6	17.4	13.0	87.0	15	32812	42253	41022
220132000784	66.7	-1.0	0.0	100.0	26	-2	43240	43240
220132000948	30.0	70.0	0.0	100.0	22	-2	42967	42967
220132001090	57.1	35.7	28.6	71.4	15	32026	42776	39704
220132001529	81.3	18.8	31.3	68.8	10	34535	38941	37564
220132001530	68.4	31.6	26.3	73.7	12	29718	39066	36606
220135001095	69.2	30.8	30.8	69.2	13	29976	39640	36666
220135001096	53.8	46.2	0.0	100.0	16	-2	39137	39137
220135001097	65.0	35.0	-1.0	90.0	17	-1	39501	37206
220135001098	66.7	33.3	25.0	75.0	12	33367	40324	38584
220135001099	76.0	24.0	-1.0	92.0	16	-1	40793	40350
220135001100	69.2	30.8	23.1	76.9	15	33069	38772	37456
220135001101	72.7	27.3	27.3	72.7	15	35716	40437	39149
220135001102	58.6	41.4	27.6	72.4	16	27849	45177	40397
220135001103	77.8	22.2	16.7	83.3	15	31935	38699	37571
220135001104	79.4	20.6	32.4	67.6	13	35057	40915	39020
220135001106	57.1	42.9	19.0	81.0	18	34915	42541	41089
220138000951	-1.0	0.0	-1.0	-1.0	-1	-1	-1	-1
220138001107	73.5	26.5	32.4	67.6	14	33797	40821	38549
220138001108	63.0	37.0	40.7	59.3	13	32278	41255	37598
220138001109	84.2	15.8	15.8	84.2	15	34566	39901	39058
220138001110	75.0	25.0	20.0	80.0	15	34105	41418	39956
220138001111	80.8	19.2	26.9	73.1	13	31182	38867	36798
220138001112	82.6	17.4	26.1	73.9	13	31430	40334	38011
220138001113	80.0	20.0	16.7	83.3	13	32342	39010	37898
220138001114	82.4	17.6	11.8	88.2	19	34112	41193	40360
220138001116	68.2	31.8	18.2	81.8	14	33855	39397	38389
220138001117	73.3	26.7	23.3	76.7	14	33714	39990	38526
220138001118	77.8	22.2	22.2	77.8	14	34959	40175	39016
220138001532	100.0	0.0	0.0	100.0	14	-2	32656	32656
220141000816	85.7	-1.0	-1.0	71.4	14	-1	42327	38642
220141001125	61.7	37.2	19.1	80.9	17	30549	43241	40811
220141001971	74.3	25.7	23.9	76.1	16	33797	43670	41315
220144000149	83.9	16.1	41.9	58.1	10	37913	45359	42236
220144000243	72.7	27.3	18.2	81.8	13	36195	45759	44020
220144000954	-1.0	88.9	-1.0	88.9	24	-1	52473	50998
220144001137	85.7	14.3	17.9	82.1	15	37595	46731	45100
220144001138	-1.0	60.0	0.0	100.0	22	-2	48656	48656
220144001139	71.4	27.4	19.0	81.0	15	37181	47440	45486
220144001141	65.9	31.9	27.5	72.5	13	37436	47550	44771
220144001142	78.6	21.4	32.1	67.9	11	37249	45263	42687
220144001144	71.9	28.1	31.6	68.4	13	37569	45854	43237
220144001145	83.8	16.2	43.2	56.8	9	37708	43579	41040
220144001146	85.0	15.0	17.5	82.5	14	37689	47540	45816
220144001148	90.5	-1.0	23.8	76.2	11	36899	44016	42322
220144001149	79.3	20.7	24.1	75.9	14	36893	45190	43187
220144001150	69.8	30.2	20.8	79.2	13	37340	46295	44437
220144001151	69.2	30.8	-1.0	92.3	21	-1	49041	48238
220144001152	76.9	23.1	30.8	69.2	14	38007	46639	43983
220144001632	75.7	24.3	29.7	70.3	13	38178	46622	44112
220144001633	75.7	24.3	32.4	67.6	11	37246	44953	42453
220144001987	81.8	18.2	27.3	72.7	16	37312	47924	45030
220147001154	60.0	40.0	26.7	73.3	15	24835	29967	28598
220147001157	57.9	42.1	26.3	73.7	16	23836	30137	28479
220147001158	77.8	-1.0	44.4	55.6	13	23622	29699	26998
220150001160	57.9	42.1	-1.0	89.5	19	-1	48286	47417
220150001161	62.1	37.9	27.6	72.4	12	38858	45508	43673
220150001162	76.5	23.5	23.5	76.5	13	35479	44172	42126
220150001163	71.4	26.8	26.8	73.2	13	40562	45828	44417
220150001165	77.4	22.6	12.9	87.1	14	40142	46038	45277
220150001166	66.7	33.3	33.3	66.7	9	39686	43576	42279
220150001167	66.7	31.5	38.9	61.1	12	41075	46165	44185
220150001169	56.0	44.0	32.0	68.0	12	40018	45594	43810
220150001170	70.6	29.4	-1.0	88.2	16	-1	46211	45442
220150001171	44.4	55.6	-1.0	88.9	14	-1	47975	47092
220153000424	100.0	0.0	-1.0	80.0	12	-1	43946	42592
220153000427	62.5	37.5	-1.0	91.7	15	-1	47833	47172
220153000430	78.1	21.9	31.3	68.8	11	40435	46845	44842
220153000960	83.3	-1.0	50.0	50.0	8	39751	47667	43709
220153001488	64.8	34.1	25.3	74.7	16	40705	51087	48463
220153001493	75.8	24.2	16.1	83.9	14	41405	47438	46465
220153001495	89.8	10.2	32.7	67.3	13	41536	49109	46636
220153001500	73.1	23.1	38.5	61.5	15	40894	51342	47324
220153001836	73.1	26.9	15.4	84.6	17	42577	48829	47867
220153001959	64.3	35.7	21.4	78.6	19	37647	52204	49084
220153002003	75.7	24.3	27.0	73.0	14	42907	49709	47870
220153002004	73.0	25.4	33.3	66.7	12	42616	48983	46861
220156000191	77.8	22.2	29.6	70.4	14	34399	39491	37983
220156001174	83.3	16.7	27.8	72.2	13	31992	39710	37566
220156001175	86.4	13.6	13.6	86.4	14	32719	37419	36778
220156001177	91.7	-1.0	33.3	66.7	9	33682	37318	36106
220156001178	83.3	16.7	37.5	62.5	12	33496	39055	36971
220156001180	76.5	23.5	29.4	70.6	16	33206	40819	38580
220156001181	72.9	27.1	22.9	77.1	15	34127	40631	39141
220156001182	73.1	26.9	26.9	73.1	12	33737	39475	37930
220156001183	75.0	25.0	25.0	75.0	13	33262	39678	38074
220156001184	84.2	15.8	26.3	73.7	8	33638	37079	36173
220156001185	78.9	21.1	21.1	78.9	13	33673	39084	37945
220156001186	78.4	21.6	24.3	75.7	15	33443	39522	38043
220156001188	78.9	21.1	21.1	78.9	14	34543	38281	37494
220156001189	90.9	-1.0	27.3	72.7	15	32868	38504	36967
220156001190	81.6	18.4	21.1	78.9	13	33772	38536	37533
220156001192	85.3	14.7	32.4	67.6	11	33407	39270	37374
220156001194	85.7	-1.0	28.6	71.4	15	27325	39358	35920
220156001197	75.0	25.0	41.7	58.3	7	32615	37776	35626
220156001199	85.2	14.8	44.4	55.6	10	33680	38024	36093
220156001200	68.8	31.3	28.1	71.9	13	33396	40093	38209
220156001203	74.4	25.6	27.9	72.1	16	33658	39962	38203
220156001204	67.6	32.4	32.4	67.6	12	34408	39605	37921
220156001205	54.5	45.5	27.3	72.7	17	32277	41488	38976
220156001206	83.7	16.3	18.6	81.4	16	33238	39941	38694
220156001209	78.1	21.9	31.3	68.8	13	33369	39354	37484
220156001210	66.7	33.3	18.5	81.5	16	35252	40126	39223
220156001212	65.4	34.6	30.8	69.2	13	33122	40159	37994
220156001213	77.8	22.2	19.4	80.6	14	33560	39638	38456
220156001215	85.0	15.0	30.0	70.0	11	32748	39160	37236
220156001475	78.9	21.1	26.3	73.7	11	33713	38626	37333
220156001636	66.7	0.0	-1.0	66.7	11	-1	38196	37273
220156001642	55.6	0.0	-1.0	77.8	15	-1	39380	38261
220156001685	84.6	-1.0	23.1	76.9	13	32837	39818	38207
220156001896	76.9	23.1	34.6	65.4	11	31950	38362	36143
220156001960	66.7	29.2	29.2	70.8	15	33401	40611	38508
220156001989	78.9	21.1	36.8	63.2	18	35017	39620	37924
220156002005	81.4	18.6	37.2	62.8	11	33963	40591	38124
220156002006	81.5	18.5	40.7	59.3	12	36694	39050	38090
220156002007	83.3	16.7	29.2	70.8	15	33318	39365	37601
220159001216	75.9	24.1	24.1	75.9	16	35676	43380	41520
220159001217	76.5	23.5	23.5	76.5	13	31852	42072	39667
220159001218	89.8	10.2	20.4	79.6	15	35558	41892	40600
220159001219	70.8	29.2	29.2	70.8	14	34225	42851	40335
220159001220	75.0	25.0	-1.0	87.5	15	-1	41841	39972
220159001221	78.6	21.4	21.4	78.6	14	34672	42786	41047
220159001222	88.5	11.5	30.8	69.2	13	34418	42046	39699
220159001223	77.5	22.5	30.0	70.0	16	35820	44194	41682
220159001224	90.5	-1.0	14.3	85.7	15	35548	41158	40356
220159001225	75.9	24.1	24.1	75.9	13	36220	41284	40061
220159001227	89.5	10.5	26.3	73.7	15	33151	42802	40263
220159001228	90.2	9.8	34.1	65.9	11	35088	40775	38833
220159001229	75.6	24.4	26.7	73.3	16	34499	43749	41282
220159001230	90.0	-1.0	40.0	60.0	12	34426	43182	39679
220159001231	80.0	20.0	31.4	68.6	11	34973	40945	39068
220159001534	-1.0	-1.0	0.0	-1.0	-1	-2	-1	-1
220159001645	86.7	-1.0	20.0	80.0	12	35542	40501	39509
220162001232	83.3	16.7	16.7	83.3	10	35479	40159	39379
220162001233	62.5	37.5	37.5	62.5	16	35560	45796	41958
220162001234	89.7	10.3	-1.0	93.1	15	-1	41071	40665
220162001235	75.0	25.0	17.9	82.1	16	34118	43228	41601
220162001236	73.3	23.3	26.7	73.3	10	34774	39918	38546
220162001237	75.0	25.0	16.7	83.3	13	34692	41956	40745
220162001238	81.0	19.0	23.8	76.2	16	34272	43495	41299
220162001241	81.0	19.0	19.0	81.0	13	35351	42971	41519
220162001242	66.7	27.8	19.4	80.6	19	33729	46850	44298
220162001243	84.6	15.4	15.4	84.6	20	35210	45068	43551
220162001244	69.2	30.8	38.5	61.5	11	36691	44306	41377
