NCESSCH	PCT_BACH	PCT_ADVC	P_EXPLT6	P_EXPGT5	MEAN_EXP	M_BSALT6	M_BSAGT5	M_BSAL
120198002023	74.4	25.6	64.1	35.9	6	38147	49143	42094
120198002024	68.4	31.6	50.0	50.0	9	35283	50294	42788
120198002025	69.8	30.2	35.7	64.3	12	41369	48701	46362
120198002026	76.6	23.4	21.3	78.7	14	36052	48538	45881
120198002541	76.9	23.1	35.9	64.1	12	42724	47778	45964
120198002644	84.6	-1.0	53.8	46.2	5	39767	43925	41686
120198003138	85.7	-1.0	-1.0	85.7	11	-1	38868	37958
120198003524	64.7	35.3	52.9	47.1	9	39623	49951	44484
120198003528	76.2	23.8	100.0	0.0	2	37870	-2	37870
120198003941	50.0	50.0	67.9	32.1	8	43638	50649	45892
120198004144	81.3	18.8	75.0	25.0	4	38741	38855	38769
120198004458	57.1	42.9	60.0	-1.0	8	32426	-1	25438
120201002027	50.0	42.9	29.6	70.4	14	37463	47421	42947
120201002028	75.9	20.4	42.6	57.4	11	33326	45355	40231
120201002029	68.0	32.0	44.0	56.0	13	36727	45090	41411
120201002031	61.1	33.3	22.2	77.8	16	31837	47352	43905
120201002033	71.8	28.2	35.9	64.1	11	33615	45613	41306
120201002587	52.2	34.8	39.1	60.9	11	33219	45637	40778
120201007130	60.0	-1.0	0.0	100.0	34	-2	50200	50200
120201101331	83.3	-1.0	66.7	-1.0	4	46929	-1	48857
120201102908	63.6	27.3	-1.0	81.8	14	-1	58429	55052
120201103529	66.7	-1.0	-1.0	83.3	7	-1	52971	52500
120201203140	61.3	38.7	-1.0	-1.0	-1	-1	-1	41642
120201303021	64.7	35.3	-1.0	-1.0	-1	-1	-1	35085
120201304147	66.7	33.3	-1.0	-1.0	-1	-1	-1	35096
120201402974	76.5	23.5	-1.0	-1.0	-1	-1	-1	30909
120201502912	-1.0	88.9	-1.0	-1.0	-1	-1	-1	40435
120201605414	50.5	49.5	-1.0	-1.0	-1	-1	-1	45047
160000100084	75.9	24.1	31.0	69.0	11	30508	40850	37640
160000100085	80.0	20.0	40.0	60.0	10	31191	40283	36646
160000100613	75.0	-1.0	0.0	100.0	15	-2	42718	42718
160000100619	75.0	25.0	14.3	85.7	12	30000	41734	40058
160000100620	100.0	0.0	0.0	100.0	12	-2	39290	39290
160000100771	-1.0	0.0	-1.0	-1.0	-1	-1	-1	-1
160000200082	77.8	-1.0	33.3	66.7	15	30330	46011	40784
160000200087	60.9	39.1	30.4	69.6	14	31953	45706	41520
160000200603	70.0	30.0	-1.0	80.0	17	-1	44825	42416
160000200604	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
160000200614	83.3	-1.0	0.0	100.0	22	-2	49300	49300
160000200615	82.1	17.9	10.3	89.7	18	30000	47040	45292
160000200616	90.0	-1.0	0.0	100.0	20	-2	47093	47093
160000200617	84.6	-1.0	-1.0	92.3	19	-1	47167	45847
160000200618	88.9	-1.0	-1.0	94.4	20	-1	44468	43708
160000200621	87.5	-1.0	0.0	100.0	25	-2	48739	48739
160000200691	66.7	33.3	-1.0	77.8	16	-1	45672	42423
160000200724	84.6	15.4	-1.0	96.2	22	-1	48343	47714
160000200772	62.5	37.5	-1.0	75.0	8	-1	34727	33662
160000300858	66.7	33.3	-1.0	88.9	14	-1	55000	52222
160000400859	77.8	22.2	22.2	77.8	9	31761	34263	33707
160000500862	90.0	-1.0	50.0	50.0	8	39124	41564	40344
160000600863	80.0	-1.0	-1.0	80.0	11	-1	50313	46500
160000700864	50.0	50.0	-1.0	75.0	13	-1	46667	42500
160000800865	90.0	-1.0	30.0	70.0	11	30000	50000	44000
160000900581	77.8	-1.0	-1.0	88.9	17	-1	45777	44126
160000900582	45.5	54.5	-1.0	90.9	15	-1	47297	45808
160001000578	100.0	0.0	-1.0	-1.0	14	-1	-1	41524
160001000579	68.8	31.3	18.8	81.3	15	30000	47104	43897
160001000846	57.1	42.9	-1.0	85.7	14	-1	61893	60909
160001100866	0.0	-1.0	-1.0	-1.0	-1	-1	-1	-1
160001200867	80.0	-1.0	30.0	70.0	15	41667	65000	58000
160001300890	71.4	-1.0	57.1	42.9	7	31333	46010	37623
160001400891	87.5	-1.0	-1.0	75.0	12	-1	48333	45000
160001500892	100.0	0.0	-1.0	87.5	10	-1	46429	45000
160003000002	68.8	31.3	31.3	68.8	13	30000	43574	39332
160003000828	90.9	-1.0	31.8	68.2	10	30000	40561	37200
160003000829	100.0	0.0	-1.0	91.7	14	-1	41618	40650
160006000003	74.1	25.9	33.3	66.7	14	30551	47115	41594
160006000005	81.0	19.0	28.6	71.4	14	30247	46174	41624
160006000589	89.5	-1.0	21.1	78.9	14	30806	45425	42347
160006000768	-1.0	-1.0	0.0	-1.0	-1	-2	-1	-1
160006000816	90.0	-1.0	0.0	100.0	17	-2	46416	46416
160009000006	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
160015000012	0.0	-1.0	0.0	-1.0	-1	-2	-1	-1
160018000334	63.6	36.4	-1.0	90.9	12	-1	37265	36604
160018000350	70.0	30.0	-1.0	80.0	11	-1	38350	36680
160024000016	94.1	-1.0	-1.0	94.1	21	-1	42102	41390
160024000017	86.7	-1.0	-1.0	93.3	19	-1	43648	42738
160024000018	80.0	15.0	-1.0	90.0	19	-1	40031	39027
160024000019	100.0	0.0	-1.0	71.4	19	-1	44545	40389
160024000021	100.0	0.0	0.0	100.0	20	-2	45100	45100
160024000827	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
160027000022	91.1	7.1	23.2	76.8	13	30000	41545	38865
160027000023	97.1	-1.0	11.8	88.2	19	30000	44826	43082
160027000025	90.0	-1.0	30.0	70.0	11	30000	39306	36514
160027000026	100.0	0.0	30.0	70.0	14	30000	43477	39434
160027000027	93.3	-1.0	20.0	80.0	11	30000	39889	37911
160027000028	84.2	15.8	0.0	100.0	24	-2	45102	45102
160027000030	75.0	25.0	-1.0	93.8	17	-1	42789	41990
160027000031	81.0	19.0	14.3	85.7	19	30000	45376	43180
160027000032	100.0	0.0	33.3	66.7	12	30000	41380	37587
160027000492	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
160027000627	100.0	0.0	-1.0	80.0	18	-1	43810	41048
160027000653	0.0	-1.0	-1.0	0.0	-1	-1	-2	-1
160027000689	44.4	55.6	33.3	66.7	11	30000	44298	39532
